text,text_bert,text_clasico,sentiment,language,source,n_palabras
RRD Partners with Microsoft Store to Boost In-Store Marketing Efforts,RRD Partners with Microsoft Store to Boost In-Store Marketing Efforts,rrd partners microsoft store boost in-store marketing efforts,neutral,en,Twitter Financial News,10
Ryanair Is a Polluting Airline. There's No Hiding That Fact,Ryanair Is a Polluting Airline. There s No Hiding That Fact,ryanair polluting airline. hiding fact,neutral,en,Twitter Financial News,10
SAExploration gets Nasdaq non-compliance letter,SAExploration gets Nasdaq non-compliance letter,saexploration gets nasdaq non-compliance letter,neutral,en,Twitter Financial News,5
Salarius Pharma files for equity offering,Salarius Pharma files for equity offering,salarius pharma files equity offering,neutral,en,Twitter Financial News,6
Salesforce Conference Interrupted by Immigration Protesters,Salesforce Conference Interrupted by Immigration Protesters,salesforce conference interrupted immigration protesters,neutral,en,Twitter Financial News,6
Salesforce on watch as DreamForce event ramps up,Salesforce on watch as DreamForce event ramps up,salesforce watch dreamforce event ramps,neutral,en,Twitter Financial News,8
Salesforce to use Amazon AI technology to improve call center services,Salesforce to use Amazon AI technology to improve call center services,salesforce use amazon technology improve call center services,neutral,en,Twitter Financial News,11
"Salesforce, Amazon taking on RingCentral","Salesforce, Amazon taking on RingCentral","salesforce, amazon taking ringcentral",neutral,en,Twitter Financial News,5
"Samenvatting: Japanse NEDO en Panasonic behalen ‘s werelds hoogste conversie-efficiëntie van 16,09% voor grootste zonnecelmodule met Perovskite per gebied","Samenvatting Japanse NEDO en Panasonic behalen s werelds hoogste conversie-efficiëntie van 16,09% voor grootste zonnecelmodule met Perovskite per gebied","samenvatting japanse nedo panasonic behalen werelds hoogste conversie-efficientie van 16,09% voor grootste zonnecelmodule met perovskite per gebied",neutral,en,Twitter Financial News,19
San Jose Water Files Application for Investment in Advanced Metering Infrastructure https://t.co/epwLO7RJwJ,San Jose Water Files Application for Investment in Advanced Metering Infrastructure,san jose water files application investment advanced metering infrastructure,neutral,en,Twitter Financial News,12
"Santana Minerals : Petrology Confirms Nickel, Cobalt and Copper Sulphides- Laos #SantanaMinerals #Stock… https://t.co/iFuAAs9x2O","Santana Minerals Petrology Confirms Nickel, Cobalt and Copper Sulphides- Laos SantanaMinerals Stock","santana minerals petrology confirms nickel, cobalt copper sulphides- laos santanaminerals",neutral,en,Twitter Financial News,14
Sappi : joins Cepi in the 4evergreen alliance to boost the contribution of fibre-based pac... #Sappi #Stock… https://t.co/k9qn8c1Ls2,Sappi joins Cepi in the 4evergreen alliance to boost the contribution of fibre-based pac... Sappi Stock,sappi joins cepi 4evergreen alliance boost contribution fibre-based pac... sappi,neutral,en,Twitter Financial News,18
SASA Polyester Sanayi A.Ş. Selects INVISTA PTA Technology,SASA Polyester Sanayi A.Ş. Selects INVISTA PTA Technology,sasa polyester sanayi a.s. selects invista pta technology,neutral,en,Twitter Financial News,8
SASA聚酯选用英威达PTA技术,SASA聚酯选用英威达PTA技术,sasa聚酯选用英威达pta技术,neutral,en,Twitter Financial News,1
Schwab aims for more than survival with $26bn Ameritrade deal https://t.co/gjv4BA3ZiE,Schwab aims for more than survival with $26bn Ameritrade deal,schwab aims survival $26bn ameritrade deal,neutral,en,Twitter Financial News,11
Schwab bulks up for fee war with $26bn TD Ameritrade deal https://t.co/LHKK0AMbRF,Schwab bulks up for fee war with $26bn TD Ameritrade deal,schwab bulks fee war $26bn ameritrade deal,neutral,en,Twitter Financial News,12
"Science, tech investor Kairos Ventures launches second fundraise of the year, could collect up to $250m","Science, tech investor Kairos Ventures launches second fundraise of the year, could collect up to $250m","science, tech investor kairos ventures launches second fundraise year, could collect $250m",neutral,en,Twitter Financial News,16
Sears' Eddie Lampert looks to regain full ownership of Sears Hometown and Outlet Stores,Sears Eddie Lampert looks to regain full ownership of Sears Hometown and Outlet Stores,sears eddie lampert looks regain full ownership sears hometown outlet stores,neutral,en,Twitter Financial News,14
SeaSpine teams up with 7D Surgical to integrate product offerings,SeaSpine teams up with 7D Surgical to integrate product offerings,seaspine teams surgical integrate product offerings,neutral,en,Twitter Financial News,10
SEBI Issues Performance Benchmarking Guidelines For Alternative Investment Funds,SEBI Issues Performance Benchmarking Guidelines For Alternative Investment Funds,sebi issues performance benchmarking guidelines alternative investment funds,neutral,en,Twitter Financial News,9
Sensus Recognized for Innovation at Smart Utility Summit,Sensus Recognized for Innovation at Smart Utility Summit,sensus recognized innovation smart utility summit,neutral,en,Twitter Financial News,8
SFL publiceert recordresultaten voor 2019,SFL publiceert recordresultaten voor 2019,sfl publiceert recordresultaten voor,neutral,en,Twitter Financial News,5
SGS : Helps Uruguay Customs Detect Major Drug Smuggling Operation #SGS #Stock #MarketScreener… https://t.co/d9Xs6eTJYD,SGS Helps Uruguay Customs Detect Major Drug Smuggling Operation SGS Stock MarketScreener,sgs helps uruguay customs detect major drug smuggling operation sgs marketscreener,neutral,en,Twitter Financial News,14
Shelf Drilling : USDA's Recommendations for a Safe Thanksgiving #ShelfDrilling #Stock #MarketScreener… https://t.co/sLa64XAoNX,Shelf Drilling USDA s Recommendations for a Safe Thanksgiving ShelfDrilling Stock MarketScreener,shelf drilling usda recommendations safe thanksgiving shelfdrilling marketscreener,neutral,en,Twitter Financial News,13
Shell pushes to power with plans for first big solar plant,Shell pushes to power with plans for first big solar plant,shell pushes power plans first big solar plant,neutral,en,Twitter Financial News,11
Shell to continue search in renewables after losing Eneco tender https://t.co/QIPyFGvOWd https://t.co/H4xKLYjdvO,Shell to continue search in renewables after losing Eneco tender,shell continue search renewables losing eneco tender,neutral,en,Twitter Financial News,12
"Sherwin details $600M plan for new HQ, R&D center","Sherwin details $600M plan for new HQ, R D center","sherwin details $600m plan new hq, center",neutral,en,Twitter Financial News,9
Shree Minerals : Golden Chimney Exploration Update #ShreeMinerals #Stock #MarketScreener https://t.co/yzgeROuSyy https://t.co/6loiAtgU0u,Shree Minerals Golden Chimney Exploration Update ShreeMinerals Stock MarketScreener,shree minerals golden chimney exploration update shreeminerals marketscreener,neutral,en,Twitter Financial News,12
Sienna Cancer Diagnostics : Key Terms of CEO/Managing Director Employment Contract #SiennaCancerDiagnostics #Stock… https://t.co/g0J3hXxRYg,Sienna Cancer Diagnostics Key Terms of CEO Managing Director Employment Contract SiennaCancerDiagnostics Stock,sienna cancer diagnostics key terms ceo managing director employment contract siennacancerdiagnostics,neutral,en,Twitter Financial News,14
"SIIC Environment : to Build 3,800 tonnes per day Waste Treatment Project in Shanghai, PRC #SIIC #Stock… https://t.co/sUL4Oigfu7","SIIC Environment to Build 3,800 tonnes per day Waste Treatment Project in Shanghai, PRC SIIC Stock","siic environment build 3,800 tonnes per day waste treatment project shanghai, prc siic",neutral,en,Twitter Financial News,18
Sino Harbour : VOLUNTARY ANNOUNCEMENT-INCREASE IN SHAREHOLDINGS BY A SUBSTANTIAL SHAREHOLDER #SinoHarbour #Stock… https://t.co/96y1qXs4Fb,Sino Harbour VOLUNTARY ANNOUNCEMENT-INCREASE IN SHAREHOLDINGS BY A SUBSTANTIAL SHAREHOLDER SinoHarbour Stock,sino harbour voluntary announcement-increase shareholdings substantial shareholder sinoharbour,neutral,en,Twitter Financial News,14
Skanska : Co-creating solutions to reduce the industry's carbon footprint #Skanska #Stock #MarketScreener… https://t.co/9nyStnrT3l,Skanska Co-creating solutions to reduce the industry s carbon footprint Skanska Stock MarketScreener,skanska co-creating solutions reduce industry carbon footprint skanska marketscreener,neutral,en,Twitter Financial News,14
Skyworks : Statement of changes in beneficial ownership of securities #Skyworks #Stock #MarketScreener… https://t.co/LDfZBIMju4,Skyworks Statement of changes in beneficial ownership of securities Skyworks Stock MarketScreener,skyworks statement changes beneficial ownership securities skyworks marketscreener,neutral,en,Twitter Financial News,14
Smart Cannabis Cultivators are Leveraging Natural Gas to Cut HVAC Costs up to 80%,Smart Cannabis Cultivators are Leveraging Natural Gas to Cut HVAC Costs up to 80%,smart cannabis cultivators leveraging natural gas cut hvac costs 80%,neutral,en,Twitter Financial News,14
Soapbox: A small business with some big partners,Soapbox A small business with some big partners,soapbox small business big partners,neutral,en,Twitter Financial News,8
SocGen Pledges Higher Returns After Dropping Profit Target,SocGen Pledges Higher Returns After Dropping Profit Target,socgen pledges higher returns dropping profit target,neutral,en,Twitter Financial News,8
SocGen Pledges Higher Returns After Signaling It May Miss Target,SocGen Pledges Higher Returns After Signaling It May Miss Target,socgen pledges higher returns signaling may miss target,neutral,en,Twitter Financial News,10
Societatea Energetica Electrica : Current report &ndash; BoD member renunciation &ndash; 1...… https://t.co/X5zMjjyNqM,Societatea Energetica Electrica Current report ndash BoD member renunciation ndash 1...,societatea energetica electrica current report ndash bod member renunciation ndash 1...,neutral,en,Twitter Financial News,13
"SoftBank combining Yahoo Japan, Line Corp","SoftBank combining Yahoo Japan, Line Corp","softbank combining yahoo japan, line corp",neutral,en,Twitter Financial News,6
SoftBank launched a long-awaited $3 billion tender offer for WeWork stock https://t.co/gpotD3TlHu,SoftBank launched a long-awaited $3 billion tender offer for WeWork stock,softbank launched long-awaited billion tender offer wework,neutral,en,Twitter Financial News,12
SoftBank launches robotic vacuum in U.S.,SoftBank launches robotic vacuum in U.S.,softbank launches robotic vacuum u.s.,neutral,en,Twitter Financial News,6
Softbank leads $140 million funding round for Brazil start-up VTEX #economy #MarketScreener https://t.co/6SyhuFXK6o https://t.co/B8LV7okcVa,Softbank leads $140 million funding round for Brazil start-up VTEX economy MarketScreener,softbank leads $140 million funding round brazil start-up vtex economy marketscreener,neutral,en,Twitter Financial News,14
SoftBank Said to Go Ahead With WeWork Stock Tender Offer:Reuters https://t.co/ai9OYBibdD,SoftBank Said to Go Ahead With WeWork Stock Tender Offer Reuters,softbank said ahead wework tender offer reuters,neutral,en,Twitter Financial News,11
SoftBank to Create Japan Internet Giant to Battle Global Rivals,SoftBank to Create Japan Internet Giant to Battle Global Rivals,softbank create japan internet giant battle global rivals,neutral,en,Twitter Financial News,10
SoftBank to go ahead with WeWork stock tender offer this week #economy #MarketScreener https://t.co/MQFbUV0mnl https://t.co/l4UmkBixZV,SoftBank to go ahead with WeWork stock tender offer this week economy MarketScreener,softbank ahead wework tender offer week economy marketscreener,neutral,en,Twitter Financial News,15
SoftBank unveils a $184 million initiative to accelerate AI research https://t.co/0tsvtEjk1R,SoftBank unveils a $184 million initiative to accelerate AI research,softbank unveils $184 million initiative accelerate research,neutral,en,Twitter Financial News,11
SoftBank-backed Paytm raises $1 billion in fresh funding https://t.co/lYCXkrozmW https://t.co/988P07IWob,SoftBank-backed Paytm raises $1 billion in fresh funding,softbank-backed paytm raises billion fresh funding,neutral,en,Twitter Financial News,10
Software Acquisition prices $130M initial public offering,Software Acquisition prices $130M initial public offering,software acquisition prices $130m initial public offering,neutral,en,Twitter Financial News,7
Sophos : Form 8.5 (EPT/RI)Sophos Group plc_Replacement #Sophos #Stock #MarketScreener https://t.co/hz8AM6PHyY https://t.co/PEDqE4XEWt,Sophos Form 8.5 EPT RI Sophos Group plc_Replacement Sophos Stock MarketScreener,sophos form 8.5 ept sophos group plc_replacement sophos marketscreener,neutral,en,Twitter Financial News,12
Sorrento Therapeutics : Simplified registration form #SorrentoTherapeutics #Stock #MarketScreener… https://t.co/lhFzM5cjVe,Sorrento Therapeutics Simplified registration form SorrentoTherapeutics Stock MarketScreener,sorrento therapeutics simplified registration form sorrentotherapeutics marketscreener,neutral,en,Twitter Financial News,10
